Product ID,Handle,Title,URL,Status,Published,Total Variants,In Stock Variants,Out of Stock Variants,Inventory %,Option 1 Name,Option 2 Name,Option 1 Values,Option 2 Values
8724328710417,rudis-wrestler-t-shirt-2,RUDIS WRESTLER T-Shirt,https://www.rudis.com/products/rudis-wrestler-t-shirt-2,Active,true,24,0,24,0.0,Color,Size,"Black, Heather Green, Tan, White","2XL, 3XL, LG, MD, SM, XL, XS"
9054945214737,rudis-womens-ultimate-crop-t-shirt,RUDIS Women's Ultimate Crop T-Shirt,https://www.rudis.com/products/rudis-womens-ultimate-crop-t-shirt,Active,true,24,0,24,0.0,Color,Size,"Black, Bone, Cedar, Dark Clay","2XL, LG, MD, SM, XL, XS"
8724316389649,rudis-blitz-midweight-crewneck,RUDIS Blitz Midweight Crewneck,https://www.rudis.com/products/rudis-blitz-midweight-crewneck,Active,true,22,0,22,0.0,Color,Size,"Black, Brick, Night Tie-Dye, Tie Dye Navy","2XL, 3XL, LG, MD, SM, XL, XS"
8724318388497,rudis-essential-hex-hoodie,RUDIS Essential Hex Hoodie,https://www.rudis.com/products/rudis-essential-hex-hoodie,Active,true,21,0,21,0.0,Color,Size,"Black, Camel, Navy","2XL, 3XL, LG, MD, SM, XL, XS"
9149239951633,rudis-freefall-girls-elite-singlet,RUDIS Freefall Girl's Elite Singlet,https://www.rudis.com/products/rudis-freefall-girls-elite-singlet,Active,true,21,0,21,0.0,Color,Size,"Black, Maroon, Navy","Y2XS, Y3XS, YLG, YMD, YSM, YXL, YXS"
9175293821201,usa-flag-polo,USA Flag Polo,https://www.rudis.com/products/usa-flag-polo,Active,true,21,0,21,0.0,Color,Size,"Black, Ice, Navy","2XL, 3XL, LG, MD, SM, XL, XS"
9149402841361,usa-triumph-girls-elite-singlet,USA Triumph Girl's Elite Singlet,https://www.rudis.com/products/usa-triumph-girls-elite-singlet,Active,true,21,0,21,0.0,Color,Size,"Red, Royal, White","2XS, 3XS, LG, MD, SM, XL, XS"
9175872798993,rudis-ultimate-long-sleeve,RUDIS Ultimate Long Sleeve,https://www.rudis.com/products/rudis-ultimate-long-sleeve,Active,true,21,0,21,0.0,Color,Size,"Dark Olive, Midnight, Roger","2XL, 3XL, LG, MD, SM, XL, XS"
9029819760913,rudis-tactical-blaze-elite-2-0-singlet,RUDIS Tactical Blaze Elite 2.0 Singlet,https://www.rudis.com/products/rudis-tactical-blaze-elite-2-0-singlet,Active,true,21,0,21,0.0,Color,Size,"Camo, Camo/Gray, Camo/Orange","2XL, 3XL, LG, MD, SM, XL, XS"
9032646328593,rudis-blitz-girls-elite-singlet,RUDIS Blitz Girl's Elite Singlet,https://www.rudis.com/products/rudis-blitz-girls-elite-singlet,Active,true,21,0,21,0.0,Color,Size,"Gray, Red, Royal","Y2XS, Y3XS, YLG, YMD, YSM, YXL, YXS"
9032483930385,rudis-blitz-womens-elite-2-0-singlet,RUDIS Blitz Women's Elite 2.0 Singlet,https://www.rudis.com/products/rudis-blitz-womens-elite-2-0-singlet,Active,true,21,0,21,0.0,Color,Size,"Gray, Red, Royal","2XL, 3XL, LG, MD, SM, XL, XS"
9040893083921,usa-pride-girls-elite-singlet,USA Pride Girl's Elite Singlet,https://www.rudis.com/products/usa-pride-girls-elite-singlet,Active,true,21,0,21,0.0,Color,Size,"Black, Light Blue, Navy","Y2XS, Y3XS, YLG, YMD, YSM, YXL, YXS"
9038494007569,team-rudis-smooth-operator-womens-elite-2-0-singlet,Team RUDIS Smooth Operator Women's Elite 2.0 Singlet,https://www.rudis.com/products/team-rudis-smooth-operator-womens-elite-2-0-singlet,Active,true,21,0,21,0.0,Color,Size,"Black, Gray, Red","2XL, 3XL, LG, MD, SM, XL, XS"
9038494040337,team-rudis-smooth-operator-girls-elite-singlet,Team RUDIS Smooth Operator Girl's Elite Singlet,https://www.rudis.com/products/team-rudis-smooth-operator-girls-elite-singlet,Active,true,21,0,21,0.0,Color,Size,"Gray, Navy, Red","Y2XS, Y3XS, YLG, YMD, YSM, YXL, YXS"
9061033836817,rudis-performance-heather-youth-t-shirt,RUDIS Performance Heather Youth T-Shirt,https://www.rudis.com/products/rudis-performance-heather-youth-t-shirt,Active,true,21,0,21,0.0,Color,Size,"Heather Carbon, Heather Lunar, Heather Red, Heather Royal, Heather White, Heather Yellow, Navy","LG, MD, SM"
8764696428817,rudis-block-wrestling-8-mesh-shorts,"RUDIS Block Wrestling 8"" Mesh Shorts",https://www.rudis.com/products/rudis-block-wrestling-8-mesh-shorts,Active,true,21,0,21,0.0,Color,Size,"Black, Light Blue, Maroon","2XL, 3XL, LG, MD, SM, XL, XS"
9092399300881,rudis-bartack-hoodie,RUDIS Bartack Hoodie,https://www.rudis.com/products/rudis-bartack-hoodie,Active,true,21,0,21,0.0,Color,Size,"Charcoal, Cream, Olive","2XL, 3XL, LG, MD, SM, XL, XS"
9220377411857,usa-performance-stretch-t-shirt,USA Performance Stretch T-Shirt,https://www.rudis.com/products/usa-performance-stretch-t-shirt,Active,true,21,0,21,0.0,Color,Size,"Dark Olive, Lunar Gray, Navy","2XL, 3XL, LG, MD, SM, XL, XS"
10059779113233,team-rudis-wrestling-stacked-crewneck,Team RUDIS Wrestling Stacked Crewneck,https://www.rudis.com/products/team-rudis-wrestling-stacked-crewneck,Active,true,21,0,21,0.0,Color,Size,"Heather Gray, Red, Royal","2XL, 3XL, LG, MD, SM, XL, XS"
10068880949521,rudis-split-quadhex-t-shirt,RUDIS Split Quadhex T-Shirt,https://www.rudis.com/products/rudis-split-quadhex-t-shirt,Active,true,21,0,21,0.0,Color,Size,"Heather Gray, Navy, Royal","2XL, 3XL, LG, MD, SM, XL, XS"
10054512705809,team-rudis-elevate-t-shirt,Team RUDIS Elevate T-Shirt,https://www.rudis.com/products/team-rudis-elevate-t-shirt,Active,true,21,0,21,0.0,Color,Size,"Black/Gray, Black/Yellow, Royal","2XL, 3XL, LG, MD, SM, XL, XS"
10087883997457,rudis-label-hoodie,RUDIS Label Hoodie,https://www.rudis.com/products/rudis-label-hoodie,Active,true,21,0,21,0.0,Color,Size,"Heather Gray, Navy, Red","2XL, 3XL, LG, MD, SM, XL, XS"
9984666730769,usa-timeless-t-shirt,USA Timeless T-Shirt,https://www.rudis.com/products/usa-timeless-t-shirt,Active,true,21,0,21,0.0,Color,Size,"Black, Heather Gray, Heather Navy","2XL, 3XL, LG, MD, SM, XL, XS"
10000865952017,rudis-tactical-stencil-t-shirt,RUDIS Tactical Stencil T-Shirt,https://www.rudis.com/products/rudis-tactical-stencil-t-shirt,Active,true,21,0,21,0.0,Color,Size,"Black, Charcoal, White","2XL, 3XL, LG, MD, SM, XL, XS"
10124688556305,rudis-split-quadhex-hoodie,RUDIS Split Quadhex Hoodie,https://www.rudis.com/products/rudis-split-quadhex-hoodie,Active,true,21,0,21,0.0,Color,Size,"Black, Heather Gray, Lunar Gray","2XL, 3XL, LG, MD, SM, XL, XS"
10126617510161,rudis-wrestler-arched-elite-terry-hoodie,RUDIS Wrestler Arched Elite Terry Hoodie,https://www.rudis.com/products/rudis-wrestler-arched-elite-terry-hoodie,Active,true,21,0,21,0.0,Color,Size,"Black, Heather Gray, Red","2XL, 3XL, LG, MD, SM, XL, XS"
10124654936337,a-way-of-life-bold-youth-t-shirt,A Way of Life Bold Youth T-Shirt,https://www.rudis.com/products/a-way-of-life-bold-youth-t-shirt,Active,true,21,0,21,0.0,Color,Size,"Black/Orange, Black/Red, Heather Gray, Navy, Red, Royal, White","LG, MD, SM"
10127892381969,rudis-shoe-dreamscape-t-shirt,RUDIS Shoe Dreamscape T-Shirt,https://www.rudis.com/products/rudis-shoe-dreamscape-t-shirt,Active,true,21,0,21,0.0,Color,Size,"Black/Red, Black/White, White","2XL, 3XL, LG, MD, SM, XL, XS"
10126616527121,rudis-oblique-wordmark-youth-t-shirt,RUDIS Oblique Wordmark Youth T-Shirt,https://www.rudis.com/products/rudis-oblique-wordmark-youth-t-shirt,Active,true,21,0,21,0.0,Color,Size,"Black/Gray, Black/Yellow, Heather Gray, Navy, Red, Royal, White","LG, MD, SM"
10156413845777,ohio-state-wrestling-buckeyes-t-shirt,Ohio State Wrestling Buckeyes T-Shirt,https://www.rudis.com/products/ohio-state-wrestling-buckeyes-t-shirt,Active,true,21,0,21,0.0,Color,Size,"Athletic Heather Gray, Black, White","2XL, 3XL, LG, MD, SM, XL, XS"
10523193704721,uww-zagreb-25-performance-t-shirt,UWW Zagreb 25 Performance T-Shirt,https://www.rudis.com/products/uww-zagreb-25-performance-t-shirt,Active,false,21,0,21,0.0,Color,Size,"Black, Lunar, Royal","2XL, 3XL, LG, MD, SM, XL, XS"
10524208234769,uww-worlds-logo-elite-super-soft-t-shirt,UWW Worlds Logo Elite Super Soft T-Shirt,https://www.rudis.com/products/uww-worlds-logo-elite-super-soft-t-shirt,Active,true,21,0,21,0.0,Color,Size,"Navy, Red, Royal","2XL, 3XL, LG, MD, SM, XL, XS"
10098042962193,rudis-wrestler-arched-elite-terry-jogger,RUDIS Wrestler Arched Elite Terry Jogger,https://www.rudis.com/products/rudis-wrestler-arched-elite-terry-jogger,Active,true,28,7,21,25.0,Color,Size,"Black, Heather Gray, Lunar Gray, Navy","2XL, 3XL, LG, MD, SM, XL, XS"
10494952177937,neon-collection-set,Neon Collection Set,https://www.rudis.com/products/neon-collection-set,Active,true,49,28,21,57.1,Neon Monument Tradition Hoodie (Size),Neon Elite Shorts (Size),"2XL, 3XL, LG, MD, SM, XL, XS","2XL, 3XL, LG, MD, SM, XL, XS"
10006515482897,fargo-wrestling-long-sleeve,Fargo Wrestling Long Sleeve,https://www.rudis.com/products/fargo-wrestling-long-sleeve,Active,true,20,0,20,0.0,Color,Size,"Lunar Gray, Navy","2XL, 3XL, LG, MD, SM, XL, XS, YLG, YMD, YSM"
10489004720401,wrestling-wordmark-black-camo-sublimated-t-shirt,Wrestling Wordmark Black Camo Sublimated T-Shirt,https://www.rudis.com/products/wrestling-wordmark-black-camo-sublimated-t-shirt,Active,true,63,43,20,68.3,Color,Size,"Black/Blue, Black/Green, Black/Light Blue, Black/Orange, Black/Pink, Black/Purple, Black/Red, Black/Teal, Black/Yellow","2XL, 3XL, LG, MD, SM, XL, XS"
8764589932817,eco-etched-crew-rudis-supply,Eco Etched Crew | RUDIS Supply,https://www.rudis.com/products/eco-etched-crew-rudis-supply,Active,true,19,0,19,0.0,Color,Size,"Armor, Army Green, Dusk, Stratus, Titanium","2XL, LG, MD, SM, XL, XS"
10071715152145,rudis-wrestling-slanted-jogger,RUDIS Wrestling Slanted Jogger,https://www.rudis.com/products/rudis-wrestling-slanted-jogger,Active,true,21,2,19,9.5,Color,Size,"Black, Navy, Red","2XL, 3XL, LG, MD, SM, XL, XS"
8724324221201,rudis-skirmish-prestige-t-shirt,RUDIS Skirmish Prestige T-Shirt,https://www.rudis.com/products/rudis-skirmish-prestige-t-shirt,Active,true,18,0,18,0.0,Color,Size,"Black, Light Gray, Navy","2XL, 3XL, LG, MD, SM, XL"
8697744752913,rudis-fracture-elite-singlet,RUDIS Fracture Elite 2.0 Singlet,https://www.rudis.com/products/rudis-fracture-elite-singlet,Active,true,18,0,18,0.0,Color,Size,"Red, Royal","2XL, 2XS, 3XL, 3XS, LG, MD, SM, XL, XS"
8724316487953,rudis-blitz-womens-tank-top,RUDIS Blitz Women's Tank Top,https://www.rudis.com/products/rudis-blitz-womens-tank-top,Active,true,18,0,18,0.0,Color,Size,"Black, White, Yellow","2XL, LG, MD, SM, XL, XS"
8724319797521,rudis-fracture-womens-elite-singlet,RUDIS Fracture Women's Elite 2.0 Singlet,https://www.rudis.com/products/rudis-fracture-womens-elite-singlet,Active,true,18,0,18,0.0,Color,Size,"Red, Royal","2XL, 2XS, 3XL, 3XS, LG, MD, SM, XL, XS"
8724327530769,rudis-split-womens-elite-singlet,RUDIS Split Women's Elite 2.0 Singlet,https://www.rudis.com/products/rudis-split-womens-elite-singlet,Active,true,18,0,18,0.0,Color,Size,"Black, Blue","2XL, 2XS, 3XL, 3XS, LG, MD, SM, XL, XS"
8724322746641,rudis-ninety-5-womens-elite-singlets,RUDIS Ninety-5 Women's Elite 2.0 Singlet,https://www.rudis.com/products/rudis-ninety-5-womens-elite-singlets,Active,true,18,0,18,0.0,Color,Size,"Black, Light Blue","2XL, 2XS, 3XL, 3XS, LG, MD, SM, XL, XS"
9082930168081,rudis-wordmark-heavyweight-t-shirt,RUDIS Wordmark Heavyweight T-Shirt,https://www.rudis.com/products/rudis-wordmark-heavyweight-t-shirt,Active,true,18,0,18,0.0,Color,Size,"Black, Charcoal, Cream","2XL, 3XL, LG, MD, SM, XL"
8763941617937,teddy-14-snap-rudis-supply,Teddy 1/4 Snap | RUDIS Supply,https://www.rudis.com/products/teddy-14-snap-rudis-supply,Active,true,18,0,18,0.0,Color,Size,"Black, Bluestone, Shadow","2XL, 3XL, LG, MD, SM, XL"
9376151109905,ohio-courage-hoodie,Ohio Courage Hoodie,https://www.rudis.com/products/ohio-courage-hoodie,Active,true,18,0,18,0.0,Color,Size,"Tie Dye Navy, White","2XL, 3XL, LG, MD, SM, XL, YLG, YMD, YSM"
10126616625425,a-way-of-life-bold-youth-jogger,A Way of Life Bold Youth Jogger,https://www.rudis.com/products/a-way-of-life-bold-youth-jogger,Active,true,18,0,18,0.0,Color,Size,"Black, Heather Gray, Lunar Gray, Navy, Red, White","LG, MD, SM"
